Notice Number,Ticket Number,Issue Date,Violation Location,Zip Code,Violation Code,Violation Description,Unit,Unit Description,Officer,Vehicle Make,License Plate Type,Fine Level 1 Amount,Fine Level 2 Amount,Current Amount Due,Total Payments,Ticket Queue,Ticket Queue Date,Notice Level,Hearing Dispo,Hearing Reason
5234341670,6048484786,1/1/21 9:08,1111 N HUMBOLDT,600565363,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5219724420,6048484787,1/1/21 9:08,3137 W PETERSON,606131446,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/1/2021,VIOL,,
5210209820,71362921,1/1/21 9:09,667 W DIVISION,604024840,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",18,CPD,10416,FORD,PAS,200,250,0,200,Paid,1/26/2021,VIOL,,
0,71362922,1/1/21 9:09,667 W DIVISION,604024840,0976160A,MISSING/NONCOMPLIANT FRONT AND/OR REAR PLATE,18,CPD,10416,FORD,PAS,60,120,0,60,Paid,1/13/2021,,,
5215185820,6048484788,1/1/21 9:09,10318 S INDIANAPOLIS,606282265,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5192309340,71915431,1/1/21 9:09,4247 W CULLERTON,606232716,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,14634,FORD,PAS,60,120,120,0,Notice,6/1/2021,SEIZ,,
5232180400,71915835,1/1/21 9:09,1940 S RIDGEWAY,60623,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,5996,CHEV,TMP,60,120,120,0,Notice,1/14/2021,FINL,,
5231657160,71373582,1/1/21 9:09,211 E OHIO,60637,0964150B,PARKING/STANDING PROHIBITED ANYTIME,18,CPD,9502,HYUN,TMP,75,150,150,0,Notice,1/14/2021,SEIZ,,
5230401390,7009321696,1/1/21 9:10,1 E 79TH STREET,76544,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/20/2021,FINL,,
5235086790,71883916,1/1/21 9:10,2957 N PULASKI,606415421,0964110D,PARK OR STAND ON SIDEWALK,25,CPD,19636,CHEV,TRK,60,120,0,60,Paid,2/8/2021,VIOL,,
5147627720,71391558,1/1/21 9:11,6298 S RACINE,606193710,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,7,CPD,14005,BUIC,PAS,100,200,0,100,Paid,3/15/2021,DETR,,
5232027420,71373583,1/1/21 9:11,211 E OHIO,604111558,0964150B,PARKING/STANDING PROHIBITED ANYTIME,18,CPD,9502,CHEV,PAS,75,150,150,0,Notice,1/14/2021,SEIZ,,
5225456650,71915432,1/1/21 9:11,4230 W CULLERTON,601410317,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,14634,TOYT,PAS,60,120,0,60,Paid,1/29/2021,VIOL,,
5235217390,71414335,1/1/21 9:11,2757 E 75TH ST,605401901,0964100A,WITHIN 15' OF FIRE HYDRANT,3,CPD,7416,HOND,PAS,150,300,0,0,Dismissed,3/4/2021,VIOL,Not Liable,Violation is Factually Inconsistent
5223615250,6048484793,1/1/21 9:11,2912 W ROOSEVELT,606375584,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,3/2/2021,DETR,,
5234823000,6048484791,1/1/21 9:11,515 S CENTRAL AVE,606445520,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,175,25,Notice,1/14/2021,DLS,,
5234238700,6048484792,1/1/21 9:11,8345 S ASHLAND AVE,60618,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5013577300,6048484789,1/1/21 9:11,10318 S INDIANAPOLIS,606172337,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,2/2/2021,VIOL,,
5234953400,6048484790,1/1/21 9:11,536 E MORGAN DR,60620,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5143606230,71915836,1/1/21 9:12,1902 S RIDGEWAY,606232563,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,5996,FORD,PAS,60,120,120,0,Notice,1/14/2021,FINL,,
5191631620,6048484794,1/1/21 9:12,3843 S WESTERN,606101704,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,4/1/2021,VIOL,,
5233891200,71571311,1/1/21 9:12,15 W 95TH ST,606204019,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",5,CPD,19424,LEXU,PAS,200,250,0,200,Paid,3/8/2021,DETR,,
0,71914711,1/1/21 9:13,2439 S TROY ST,,0964050J,DISABLED PARKING ZONE,10,CPD,3593,GMC,TMP,250,500,250,0,Define,1/11/2021,,,
5194260390,6048484795,1/1/21 9:13,506 S CENTRAL AVE,606393015,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,3/1/2021,DETR,,
5235217390,71414336,1/1/21 9:13,2757 E 75TH ST,605401901,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,3,CPD,7416,HOND,PAS,60,120,0,0,Dismissed,3/4/2021,VIOL,Not Liable,Citizen was Not Owner or Lessee of Cited Vehicle
5217963640,71915837,1/1/21 9:14,1810 S RIDGEWAY,606232558,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,5996,GMC,PAS,60,120,0,60,Paid,1/18/2021,VIOL,,
5230379130,6048484798,1/1/21 9:14,8318 S ASHLAND AVE,606201707,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,2/11/2021,VIOL,,
5234908500,6048484796,1/1/21 9:14,3034 W FOSTER,600316315,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5205259570,6048484799,1/1/21 9:14,8020 W FOREST PRESERVE AV,606343718,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/3/2021,VIOL,,
5234953410,6048484797,1/1/21 9:14,57 E 95TH,604382572,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5070889640,71391559,1/1/21 9:15,6298 S RACINE,604191109,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,7,CPD,14005,CHEV,PAS,100,200,244,0,Notice,1/14/2021,FINL,,
5234872300,7009321658,1/1/21 9:15,7600 S STONY ISLAND A,606282214,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,1/29/2021,VIOL,,
5143549880,6048484800,1/1/21 9:15,10318 S INDIANAPOLIS,600642430,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/27/2021,DETR,,
5070889640,71391560,1/1/21 9:15,6298 S RACINE,604191109,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,7,CPD,14005,CHEV,PAS,60,120,146.4,0,Notice,1/14/2021,FINL,,
5185582790,6048484801,1/1/21 9:16,1111 N HUMBOLDT,432215916,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/7/2021,VIOL,,
5209798690,71915433,1/1/21 9:16,4132 W CULLERTON,606232713,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,14634,KIA,PAS,60,120,0,0,Dismissed,3/1/2021,DETR,,
0,71915434,1/1/21 9:17,4137 W CULLERTON,606391122,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,14634,BUIC,PAS,60,120,60,0,Define,1/11/2021,,,
5205417610,6048484803,1/1/21 9:17,324 E ILLINOIS ST,606407517,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/10/2021,VIOL,,
5231639670,7009321689,1/1/21 9:17,800 W ROOSEVELT ROAD,606123406,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/16/2021,VIOL,,
5235166810,7009321669,1/1/21 9:17,6400 N SHERIDAN ROAD,520036738,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,6/8/2021,FINL,,
5235025100,6048484802,1/1/21 9:17,10318 S INDIANAPOLIS,64083,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/24/2021,,,
5157577220,6048484805,1/1/21 9:18,445 W 127TH,606435014,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5138721400,6048484804,1/1/21 9:18,515 S CENTRAL AVE,852010000,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/10/2021,,,
5234918940,71915839,1/1/21 9:19,1616 S RIDGEWAY,606242664,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,5996,JEEP,TMP,60,120,0,0,Dismissed,3/1/2021,DETR,,
5164973850,6048484806,1/1/21 9:19,6247 W FULLERTON,607074143,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/9/2021,VIOL,,
5236834680,71883917,1/1/21 9:19,2906 N LAWNDALE,606187243,0964100G,STOP SIGN OR TRAFFIC SIGNAL,25,CPD,19636,CHEV,PAS,60,120,0,120,Paid,5/4/2021,SEIZ,,
5233078700,6048484809,1/1/21 9:20,4124 W FOSTER AVE,605232536,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,1/26/2021,VIOL,,
5192758630,6048484808,1/1/21 9:20,1142 W IRVING PARK,607063068,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5217246920,6048484807,1/1/21 9:20,450 N COLUMBUS DR,606124290,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/22/2021,DETR,,
5233207620,71391561,1/1/21 9:21,6425 S RACINE,60636,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,7,CPD,14005,CHEV,TMP,60,120,120,0,Notice,1/14/2021,SEIZ,,
5233207620,71391562,1/1/21 9:21,6425 S RACINE,60636,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",7,CPD,14005,CHEV,TMP,200,250,250,0,Notice,1/14/2021,SEIZ,,
5211388680,6048484812,1/1/21 9:21,10318 S INDIANAPOLIS,606552721,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,3/14/2021,DETR,,
5209026740,6048484811,1/1/21 9:21,1142 W IRVING PARK,606475469,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,200,Paid,5/19/2021,FINL,,
0,72199479,1/1/21 9:21,3540 W HURON,,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,11,CPD,9240,FORD,PAS,60,120,60,0,Define,1/12/2021,,,
5233632950,7009321668,1/1/21 9:22,4000 W FOSTER AVE,600508010,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/20/2021,VIOL,,
5203462510,71883918,1/1/21 9:22,2858 N HAMLIN,606342020,0964100A,WITHIN 15' OF FIRE HYDRANT,25,CPD,19636,NISS,PAS,150,300,0,150,Paid,1/24/2021,VIOL,,
5234939130,71793552,1/1/21 9:23,4228 N HERMITAGE,61102,0976160A,MISSING/NONCOMPLIANT FRONT AND/OR REAR PLATE,19,CPD,14550,CHRY,PAS,60,120,120,0,Notice,1/14/2021,SEIZ,,
5234872310,7009321664,1/1/21 9:23,2200 S WESTERN AVENUE,60623,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/13/2021,VIOL,,
5234908510,6048484813,1/1/21 9:23,8345 S ASHLAND AVE,606204723,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5188525930,71915435,1/1/21 9:24,4356 W CULLERTON,606232765,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,14634,CHRY,PAS,60,120,0,0,Dismissed,2/9/2021,VIOL,Not Liable,Violation is Factually Inconsistent
5232061610,6048484816,1/1/21 9:24,3655 W JACKSON,60644,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234953420,6048484814,1/1/21 9:24,445 W 127TH,60438,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234908520,6048484815,1/1/21 9:24,5885 N RIDGE AVE,606604817,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,TMP,0,0,0,0,Warning,1/17/2021,,,
5213047560,7009321670,1/1/21 9:24,6400 N SHERIDAN ROAD,77017,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/18/2021,DETR,,
5234884440,71391563,1/1/21 9:25,6427 S RACINE,60636,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",7,CPD,14005,NISS,PAS,200,250,0,250,Paid,3/26/2021,FINL,,
5233768550,6048484818,1/1/21 9:25,5432 W LAWRENCE,606343333,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5229025990,6048484817,1/1/21 9:25,445 W 127TH,60653,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5226810950,71915436,1/1/21 9:25,4354 W CULLERTON,606232765,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,14634,JEEP,PAS,60,120,0,0,Dismissed,3/1/2021,DETR,,
5224805410,71414337,1/1/21 9:27,2745 E 74TH ST,606195016,0964150B,PARKING/STANDING PROHIBITED ANYTIME,3,CPD,7416,CHEV,PAS,75,150,150,0,Notice,2/1/2021,SEIZ,,
5234958090,7009321785,1/1/21 9:27,6300 S DAMEN AVENUE,60629,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/15/2021,VIOL,,
5229864050,6048484820,1/1/21 9:27,5330 S COTTAGE GROVE,606191225,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,3/4/2021,DETR,,
5234731160,6048484821,1/1/21 9:27,8318 S ASHLAND AVE,60805,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
0,71391564,1/1/21 9:28,1242 W 58TH ST,606211537,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",7,CPD,14005,BUIC,PAS,200,250,200,0,Define,1/11/2021,,,
5234908530,6048484825,1/1/21 9:28,5520 S WESTERN,60632,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,TMP,0,0,0,0,Warning,1/17/2021,,,
5207549260,6048484822,1/1/21 9:28,115 N OGDEN,606322114,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,1/30/2021,VIOL,,
5211992660,6048484824,1/1/21 9:28,6247 W FULLERTON,600164267,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,3/3/2021,DETR,,
5234885920,7009322718,1/1/21 9:28,4400 N MILWAUKEE AVEN,60612,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,5/21/2021,FINL,,
5222454440,6048484823,1/1/21 9:28,5471 W HIGGINS,606071669,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,2/16/2021,VIOL,,
5220149640,71915437,1/1/21 9:29,4310 W CULLERTON,606232761,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,14634,TOYT,PAS,60,120,0,0,Dismissed,3/1/2021,DETR,,
5215499180,6048484826,1/1/21 9:29,6523 N WESTERN,606591531,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,70,0,Notice,1/14/2021,SEIZ,,
5234884290,7009321783,1/1/21 9:29,7600 S STONY ISLAND A,60620,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5224805410,71414338,1/1/21 9:29,2745 E 74TH ST,606195016,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,3,CPD,7416,CHEV,PAS,60,120,120,0,Notice,2/1/2021,SEIZ,,
5221562260,71484631,1/1/21 9:30,3331 E 100TH ST,606174038,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,4,CPD,3805,MERZ,PAS,60,120,0,0,Dismissed,3/1/2021,VIOL,,
5209871230,72199481,1/1/21 9:30,726 N DRAKE,604021338,0980110B,HAZARDOUS DILAPIDATED VEHICLE,11,CPD,9240,JEEP,PAS,75,150,150,0,Notice,1/14/2021,FINL,,
5209871230,72199480,1/1/21 9:30,726 N DRAKE,604021338,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,11,CPD,9240,JEEP,PAS,60,120,120,0,Notice,1/14/2021,FINL,,
5231983820,6048484827,1/1/21 9:31,5330 S COTTAGE GROVE,606574889,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,3/1/2021,DETR,,
5234884260,7009321774,1/1/21 9:31,848 W 87TH STREET,60628,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,5/2/2021,FINL,,
5100263880,71773200,1/1/21 9:31,1743 W MAYPOLE,606122515,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,12,CPD,3073,BMW,PAS,60,120,120,0,Notice,1/7/2021,SEIZ,,
5230714960,6048484828,1/1/21 9:32,450 N COLUMBUS DR,60302,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,200,Paid,4/21/2021,SEIZ,,
5234908540,6048484829,1/1/21 9:33,6818 S KEDZIE,601232186,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234908550,6048484830,1/1/21 9:34,140 N ASHLAND,60608,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,TMP,0,0,0,0,Warning,1/17/2021,,,
5116038770,6048484831,1/1/21 9:35,3843 S WESTERN,6062800,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,2/7/2021,,,
5224535390,71414339,1/1/21 9:35,2749 E 73RD ST,606495813,0964150B,PARKING/STANDING PROHIBITED ANYTIME,3,CPD,7416,DODG,PAS,75,150,150,0,Notice,2/1/2021,FINL,,
0,71915438,1/1/21 9:36,4130 W CULLERTON,,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,14634,HOND,PAS,60,120,0,0,Dismissed,1/12/2021,,,
5232444500,6048484832,1/1/21 9:36,8318 S ASHLAND AVE,606321926,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5207306010,71915439,1/1/21 9:36,4130 W CULLERTON,60455,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,14634,HOND,PAS,60,120,120,0,Notice,1/14/2021,FINL,,
5234750260,71900948,1/1/21 9:38,6046 S LASALLE ST,60428,0964020A,WRONG DIRECTION OR 12'' FROM CURB,3,CPD,18055,HOND,PAS,25,50,50,0,Notice,2/1/2021,SEIZ,,
5230089200,6048484834,1/1/21 9:38,5454 W IRVING PARK,606392622,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/26/2021,DETR,,
5224535390,71414340,1/1/21 9:38,2749 E 73RD ST,606495813,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,3,CPD,7416,DODG,PAS,60,120,120,0,Notice,2/1/2021,FINL,,
5143338500,71915440,1/1/21 9:39,4119 W CULLERTON,606074836,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,14634,CHEV,PAS,60,120,0,60,Paid,2/27/2021,DETR,,
5234908560,6048484836,1/1/21 9:39,5454 W IRVING PARK,601641205,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234549010,6048484835,1/1/21 9:39,5454 W IRVING PARK,60640,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,1/28/2021,VIOL,,
5194085130,71915441,1/1/21 9:41,4110 W CULLERTON,606232713,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,14634,NISS,PAS,60,120,0,120,Paid,5/28/2021,SEIZ,,
5235101030,6048484837,1/1/21 9:41,3911 W DIVERSEY AVE,60624,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5205919550,7009321656,1/1/21 9:41,9500 S ASHLAND AVENUE,606431610,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5216087380,6048484838,1/1/21 9:41,8020 W FOREST PRESERVE AV,60706,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,2/16/2021,VIOL,,
5082457770,71915840,1/1/21 9:42,1628 S HAMLIN,606442091,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,5996,BUIC,PAS,60,120,120,0,Notice,1/14/2021,SEIZ,,
5149735600,6048484839,1/1/21 9:42,536 E MORGAN DR,60426,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5210424810,6048484842,1/1/21 9:42,115 N OGDEN,606426516,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,3/8/2021,DETR,,
5220867160,6048484840,1/1/21 9:42,3047 W JACKSON BLVD,606323739,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5227567690,6048484841,1/1/21 9:42,141 N ASHLAND,606294826,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,100,Paid,2/27/2021,DETR,,
5230815520,6048484844,1/1/21 9:43,7422 S JEFFERY,6064900,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,2/7/2021,,,
5234908580,6048484848,1/1/21 9:43,8020 W FOREST PRESERVE AV,463222740,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234908570,6048484847,1/1/21 9:43,8020 W FOREST PRESERVE AV,604631045,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5219816580,6048484845,1/1/21 9:43,3843 S WESTERN,606234553,9101020*,SPEED VIOLATION 6-10,SPD,Speed,SPEED,OTHR,PAS,35,70,0,35,Paid,3/15/2021,DETR,,
5233481880,6048484846,1/1/21 9:43,1142 W IRVING PARK,60610,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,0,200,Paid,5/7/2021,SEIZ,,
5234908590,6048484850,1/1/21 9:44,2900 W OGDEN,604023916,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5178536230,71915442,1/1/21 9:44,4022 W CULLERTON,604013274,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,14634,NISS,PAS,60,120,0,0,Dismissed,3/1/2021,VIOL,,
5234918950,71915841,1/1/21 9:44,1809 S HAMLIN,60623,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,5996,CHEV,TMP,60,120,0,0,Dismissed,2/17/2021,VIOL,Not Liable,Violation is Factually Inconsistent
5231357030,7009321657,1/1/21 9:45,7900 S HALSTED STREET,604091756,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/19/2021,VIOL,,
5234953430,6048484851,1/1/21 9:45,324 S KEDZIE AVE,606243481,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
0,71899303,1/1/21 9:45,6816 S CORNELL AVE,60621,0964130A,PARK ALLEY,3,CPD,13947,LINC,PAS,150,300,0,150,Paid,1/27/2021,,,
5234918960,71915842,1/1/21 9:46,1818 S HAMLIN,607123821,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,10,CPD,5996,CHEV,FFM,60,120,120,0,Notice,1/14/2021,FINL,,
5222609410,6048484852,1/1/21 9:46,1142 W IRVING PARK,741341424,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/10/2021,,,
5067954380,6048484853,1/1/21 9:47,5330 S COTTAGE GROVE,60617,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,3/21/2021,,,
5221634870,6048484855,1/1/21 9:48,6523 N WESTERN,605012218,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5212627160,6048484854,1/1/21 9:48,6523 N WESTERN,606301111,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5120502200,6048484856,1/1/21 9:49,1334 W GARFIELD BLVD,60022,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,DLC,100,200,0,0,Dismissed,1/19/2021,VIOL,,
5232615530,6048484857,1/1/21 9:49,141 N ASHLAND,606120279,9101020**,SPEED VIOLATION 11+,SPD,Speed,SPEED,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5234953440,6048484858,1/1/21 9:50,324 S KEDZIE AVE,603021419,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5234908600,6048484860,1/1/21 9:51,1315 W GARFIELD BLVD,60615,9100045B2,SPEED WARNING,SPD,Speed,SPEED,OTHR,PAS,0,0,0,0,Warning,1/17/2021,,,
5223059850,7009325253,1/1/21 9:51,3400 W NORTH AVE,605385100,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,5/17/2021,FINL,,
5234392940,7009321788,1/1/21 9:51,6400 W IRVING PK,600167033,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/9/2021,VIOL,,
